v001,v002,v003,v004,v005,v006,v007,v008,v009,v010,v011,v012,v013,v014,v015,v016,v017,v018,v019,v020,v021,v022,v023,v024,v025,v026,v027,v028,v029,v030,v031,v032,v033,v034,v035,v036,v037,v038,v039,v040,v041,v042,v043,v044,v045,v046,v047,v048,v049,v050,v051,v052,v053,v054,v055,v056,v057,v058,v059,v060,v061,v062,v063,v064,v065,v066,v067,v068,v069,v070,v071,v072,v073,v074,v075,v076,v077,v078,v079,v080,v081,v082,v083,v084,v085,v086,v087,v088,v089,v090,v091,v092,v093,v094,v095,v096,v097,v098,v099,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,class
-0.41870, 1.52312, 0.00626,-1.02481,-1.06657, 1.06423,-1.11346, 0.41184, 0.38683, 0.09851,-0.56166, 1.46528, 1.05683, 0.43862,-0.04185, 0.38786,-1.85392,-0.88293, 2.45267,-1.12165,-1.25103, 0.38677,-1.17007, 0.95697,-1.51435,-1.09637,-0.23200, 0.20092,-0.54430, 0.52508,-0.86464,-0.21016, 2.49151, 0.49148, 1.97484, 4.19114, 2.72220, 0.28478, 2.15497, 1.79995, 1.09190, 2.71910, 2.87337, 3.50027, 4.73883, 2.84465, 3.86868, 5.37990, 3.23635, 4.73129, 2.98844, 4.00639, 4.01404, 5.71876, 4.31935, 5.88532, 5.26416, 5.64141, 5.68896, 5.10755, 4.54612, 0.01043, 1.10363,-0.56625,-0.07253, 0.72305,-0.35600,-0.13870,-0.28343,-2.07386, 0.40127, 0.41197,-0.74759, 0.81882, 0.05874, 0.29436, 0.25046, 0.48914,-0.77867,-0.52796,-0.10238,-0.44118, 0.95014, 0.56381, 1.65883, 1.39840,-0.87972,-0.90232,-2.37295,-0.08351, 1.57902,-0.76039, 1.92332,-2.01584,-0.38956, 1.14500,-1.72036,-1.73121, 0.58328, 0.17382, 0.31310, 0.23515,-0.00918,-0.26637, 1.37067,-0.90455, 0.93968,-1.06033,-0.13157,-1.15266, 0.29725,-0.08841,-0.65979,-2.19243, 1.31817,-0.39911,-0.50051,-2.02960,-0.06127, 1.10369,-0.30611,-0.54997, 1.99696, 0.10903, 0.17165,-0.32408, 0.06368,-0.22842,bell
-0.38076, 0.89059,-0.17372, 1.06792,-0.23294,-1.30021,-0.23572, 1.45181, 0.03273, 1.46902, 0.22596,-0.68554,-1.90780,-0.23410, 0.42340, 0.46885,-0.77486, 0.08962, 0.33045, 0.12759, 0.73370,-2.90904, 0.09190,-0.54272,-2.10009,-1.21538, 0.11420,-0.55873, 0.19813, 1.25555, 1.59072,-0.17872, 1.54981, 0.69595, 1.99690, 0.88654, 0.38247, 0.75483, 2.66287, 2.10271,-0.39450,-0.63696,-0.03333, 2.29920, 1.77963, 0.85710, 2.36853, 3.31790, 2.80126, 1.85378, 1.60932, 1.04518, 3.23518, 2.08349, 2.59410, 2.26043, 4.83395, 1.20696, 4.71530, 3.15258, 1.79886, 2.75467, 1.11624, 3.88997, 2.63067, 3.34532, 1.91321, 2.06067, 1.64563, 2.55075, 4.27172, 2.86745, 1.77126, 3.41023, 2.82934, 3.38361, 5.86191, 4.62397, 4.27335, 4.94049, 3.43189, 5.21340, 3.34070, 5.74015, 4.80987, 4.73219, 2.58927, 5.64567, 5.34001, 4.18039, 3.43464, 4.36942, 4.70951, 3.58725, 5.62696, 4.68942, 4.34503, 4.72703, 5.97458, 5.44804, 6.52533, 5.25962, 6.65972, 4.85909, 6.60827, 5.49540, 3.97255, 6.32914, 5.13424, 5.72296, 4.96400, 5.97168, 5.41030,-1.10887, 2.63228,-0.15160, 1.28738, 1.85854, 1.42274, 0.84653, 0.63939,-2.54816, 1.60054, 0.35525,-1.54576, 1.10733,-1.16892, 0.74957,bell
 1.16003,-0.75640, 1.22352, 0.58322,-0.22335, 0.40381, 0.03226, 0.94459, 0.38623, 0.08037, 0.61748, 0.21736, 0.42837, 0.05530,-0.16063, 0.56493, 0.37827, 0.40799, 0.55172,-1.31879,-0.47851,-1.28851,-0.36455,-1.68335,-0.64497, 0.22773,-0.62268, 1.26506, 2.54217, 0.41721,-0.04473, 1.98384, 0.76290, 0.52578, 2.05658, 0.22027, 0.60190, 0.82632, 1.61431, 0.45568, 1.56915, 0.86430,-0.82609,-0.34444, 2.06100, 0.59371, 0.52980, 1.31479, 1.25750,-0.87928, 2.66681, 0.89121, 3.49611, 1.28038, 2.24130, 0.82715, 3.81918, 3.15704, 3.08552, 2.65142, 3.80440, 2.49413, 2.72936, 1.87026, 4.24710, 2.06643, 2.78065, 4.12162, 3.37229, 4.22833, 5.20997, 3.08038, 2.18326, 5.91562, 3.97051, 3.62655, 4.54710, 3.83300, 4.09353, 4.46236, 4.99964, 5.37482, 5.09379, 4.64634, 5.66567, 4.92862, 4.44319, 3.57552, 3.10169, 5.98732, 3.89650, 3.82623, 5.53617, 5.99992, 5.99486, 4.43348, 7.19264, 7.33876, 6.32222, 4.89305, 5.47614, 4.70759, 5.80038, 7.71993, 7.79334, 6.97297, 5.61497, 4.70082, 6.88121, 7.16186, 6.36891, 7.73380, 7.12976, 9.14054, 8.00953, 6.66604, 7.52258, 6.36433, 6.93857, 6.40567, 8.15215,10.50084, 1.13989, 0.04646,-0.60536, 0.11463, 1.21502,-0.40570,bell
 0.09378, 0.46814,-1.31068, 0.20974, 0.94356,-0.55336, 3.01892, 1.41338,-0.38624,-0.87971, 1.41144,-0.11810, 0.96735, 1.62657, 2.13319, 0.67422, 1.60283,-1.32295,-1.04167,-1.11751,-1.47246, 2.49831,-0.18483,-0.12633, 0.83772, 0.96111, 0.34559,-0.27450,-1.65694, 0.90128, 1.28724, 0.60560,-0.43429, 1.05497, 2.95252, 1.32416,-0.21341, 0.90920, 1.55567,-0.43861, 2.81087, 1.86591, 2.43507, 1.82291, 2.84736, 3.62233, 2.25245, 2.37782, 1.97932, 3.63559, 4.37995, 3.63705, 2.32005, 2.10287, 1.59514, 1.79873, 2.00766, 3.50055, 1.78449, 5.10292, 2.13251, 2.24441, 3.01320, 1.46614, 3.40153, 3.47045, 2.65033, 4.14885, 4.21709, 3.33735, 4.07372, 3.91137, 4.45042, 3.16006, 3.61932, 4.69291, 3.72832, 3.14712, 3.50535, 4.90044, 4.27338, 4.74817, 4.43412, 2.04841, 3.68539, 3.28215, 5.94910, 3.52694, 4.84789, 6.23379, 5.95843, 4.64166, 4.45144, 4.55293, 2.85336, 4.90176, 6.22778, 5.29049, 5.19505, 4.84434, 4.45836,-0.05964, 0.82767,-2.37318,-0.91460, 1.90072,-0.67796,-0.63399,-0.07558, 0.92725, 0.38443, 0.73857, 0.76858, 0.05497,-0.09256,-1.05227,-0.52698,-0.39915, 0.36919,-0.79459,-0.95726,-0.79001, 1.00799, 0.10778,-1.18102,-0.38979, 0.71162, 0.44150,bell
 0.84860, 0.50583, 1.11689, 0.10420, 0.44527, 1.04506,-1.89741,-0.27358,-0.63469,-0.49747, 0.14358, 0.51125,-0.78666, 0.36182,-0.07677, 2.13507, 0.17808, 0.54097, 1.45660, 0.80554,-0.04229,-1.89092,-0.67523, 0.95913,-1.13925, 0.72458,-0.53820,-0.00221,-0.87154,-0.37832, 0.66067, 0.29445,-1.46157, 1.62843, 0.87477, 0.90674, 1.78461, 2.05396, 0.88929, 2.47490, 1.62179, 1.30750, 2.65941, 1.34114, 3.98839, 3.10520, 4.59661, 2.54354, 5.04910, 5.11847, 4.08227, 5.39102, 3.90481, 5.50513, 6.86167, 4.85422, 5.47757, 5.45958, 5.81972, 7.60211, 5.23793, 7.09582, 7.59232, 7.42951, 7.67592, 7.16657, 9.69601, 7.09086, 6.01513, 1.31564,-0.33615, 0.88642, 0.66087,-0.47804, 1.46516, 0.45876,-0.71340, 0.76120, 0.78529, 1.34074,-0.47279, 0.08528,-0.71868, 0.99787,-0.17641, 1.08370,-0.37597,-0.54998, 0.42170,-1.09451, 0.40239, 1.04121,-0.56129, 0.80343, 1.01100,-0.49751,-2.13029, 0.03804, 0.81899,-0.39140, 0.52378,-1.20763,-1.44131,-0.95718,-0.63660, 0.87831,-0.13747,-1.60582, 2.50470,-2.39880,-1.10574,-0.24937,-0.60056,-0.06511,-1.05371,-0.00082,-1.01159,-2.06898, 0.87471,-0.58913,-1.15923,-0.39362, 0.74468, 0.94977, 0.03852, 1.15760,-0.98900,-0.93280,bell
 1.56964, 0.72394, 1.59046,-1.45483, 1.21500, 0.20700,-0.49662,-1.83759, 0.79835, 1.16174, 1.06270,-1.17520, 1.15524, 1.42358, 0.71005,-0.95830, 0.29301,-0.10964,-0.53561, 0.07360, 0.38198,-0.12251, 1.37702,-0.86189, 0.46965, 0.79385,-0.88477, 1.55919, 0.79132, 1.21287, 1.72245, 1.64410, 1.60862, 0.66324, 1.09590, 0.95831, 0.73485,-0.91439, 0.83158, 0.48529,-0.70096, 1.29133, 0.23531, 3.46216, 1.48258, 1.92180, 2.16216, 0.00499, 2.16494, 3.17398, 1.17909, 2.20599, 2.40219, 1.61105, 0.55332, 0.60732, 3.34980, 3.59586, 1.65383, 3.20290, 2.86357, 3.39533, 4.21794, 2.79245, 2.46461, 2.76230, 2.95744, 2.47793, 4.07113, 3.70529, 4.51944, 5.49122, 2.28603, 3.57973, 5.42432, 4.27192, 4.22748, 4.08690, 4.46322, 3.93974, 1.93967, 2.58128, 4.62609, 2.69796, 4.19792, 4.20030, 2.80694, 5.01349, 4.16974, 4.88652, 3.37757, 3.67699, 4.57513, 4.75783, 5.19835, 5.94262, 4.62395, 5.23979, 4.14442, 6.44092, 5.56597, 6.20583, 4.51647, 4.10695,-1.28779, 1.32318, 0.22618,-0.07958, 0.43812, 0.58540,-1.67490,-1.15908,-0.72105, 0.53303,-1.61087,-0.81305, 1.23003,-0.29853, 0.72336, 2.01214,-1.54280, 0.65326,-0.96287,-1.41489,-0.56018,-1.10778,-2.06168,-0.57105,bell
 1.10791,-0.73950, 0.65942, 0.42426, 1.08994,-1.26162, 0.06343, 0.01650, 0.90085,-0.53453, 1.18334,-0.24295,-0.43372,-0.94235,-0.67768,-0.28253,-0.55001, 0.30446, 0.11912, 0.25645, 0.40109,-0.83382, 0.59897,-0.00315,-0.76365,-0.37531, 1.82612, 1.28691, 0.76360,-1.64075,-1.95331, 1.49155,-0.72083,-0.15414,-1.05976,-0.53183,-0.38786, 0.36728, 0.66395,-0.13513,-0.01664, 1.49471, 1.24981, 1.18634, 1.69798, 2.04893, 1.55499, 0.60308,-0.82752, 2.41753, 1.67340, 0.88554, 1.61491, 1.56661, 1.53669, 2.80975, 1.15338, 1.02827, 2.66203, 2.97418, 1.83724, 1.96641, 2.32460, 2.00659, 1.70139, 0.53503, 1.90737, 2.37070, 2.24824, 2.02766, 0.92612, 2.60804, 0.83053, 3.67185, 3.25236, 2.73994, 3.07341, 3.51537, 3.00500, 4.35603, 2.71189, 5.20393, 4.17262, 3.96848, 4.43815, 3.72262, 4.90133, 3.10529, 4.39814, 4.33552, 5.61740, 4.21436, 5.10074, 4.36192, 4.71382, 3.78632, 4.63579, 5.35903, 4.00660, 5.39286, 3.58721, 5.40208, 4.03820, 4.43275, 6.87961, 5.23170, 5.21900, 6.05372, 1.04087,-0.78951,-1.18475, 0.93336, 1.34193, 0.49562, 0.15114, 0.73247,-2.39103,-1.52233, 1.49305,-0.66226, 1.04817,-0.39264,-2.53664,-2.57902,-1.06357,-0.78699, 0.36230,-1.56329,bell
 0.87767,-0.02134, 0.58310,-0.03319, 1.18407, 0.03839,-1.20704,-0.28180,-0.51984, 0.05296,-3.55447,-0.25398,-1.14165,-1.22362,-1.22067,-1.71149,-2.52180, 0.10739, 0.43178,-1.97642,-0.43289, 0.15027,-0.70781, 0.77946,-0.49229,-0.41134, 0.04461,-0.55847, 0.25048, 2.56588, 2.38855,-0.34895,-1.67663, 2.93038, 1.82547, 1.91968, 2.85669, 2.38650, 2.62746, 1.20427, 2.57211, 1.73981, 2.44178, 1.87268, 1.37063, 2.12544, 4.55582, 1.23284, 2.84035, 2.65118, 2.80694, 1.51547, 4.41778, 2.01768, 1.79950, 3.65822, 5.45062, 3.46248, 4.14217, 4.02326, 3.61529,-0.77168, 0.74868,-0.07003,-0.79181, 2.32920, 2.00826,-0.55513,-0.13328, 0.29279,-1.30408, 0.80943, 0.06109,-0.65346,-0.49079, 0.65555,-1.23083,-1.73870, 0.30746, 1.37771,-0.36459,-0.07818,-0.61458, 1.00700, 0.09964,-0.40021,-1.57996, 0.11257, 0.05021,-0.08760,-1.86363, 0.24698,-0.46505,-1.15111,-0.38876,-0.23231, 0.03204,-1.75891, 1.73627,-0.18044, 1.05277, 0.32056, 0.85419, 0.26309,-1.18037,-0.47281,-0.37031, 0.31084, 1.87592, 0.67556, 0.53333,-1.20849,-0.04691, 0.53446,-0.99788, 1.02875, 0.44068, 1.86617,-0.82797,-1.76244, 1.55961,-1.80670,-2.36185,-0.18843, 1.21541,-0.20565,-0.15575, 0.58398,bell
 0.77164, 0.67342, 2.61729,-0.68078, 1.21005, 1.07218, 0.08913, 0.58065,-1.29909,-0.53510,-0.38867,-1.07185,-1.05628,-0.65041,-1.12848, 0.80667, 0.54399, 0.18940, 1.77675, 0.83464, 0.80792,-0.63333, 0.11360,-0.87957,-1.11125, 1.04557, 1.17965,-0.33438, 1.19910,-0.36559, 0.69596, 1.66976, 0.17545,-1.60759, 0.11103,-0.32631, 0.35394, 2.29567,-0.08476,-0.78558,-0.17103, 0.36364,-0.60976,-0.27550, 1.10922, 0.88330, 0.73648, 2.19902, 0.64966, 1.22356, 1.66400, 1.45153, 2.05360, 2.62553, 0.26966, 0.52709,-0.18679, 1.83730, 3.51920, 2.60366, 3.01108, 1.64770, 1.79089, 0.03572, 3.55218, 0.87635, 1.99143, 2.34924, 2.44991, 3.11513, 2.95933, 1.13566, 1.94026, 1.42619, 3.32156, 3.53747, 3.84545, 3.07510, 3.32381, 3.47140, 3.66276, 1.60078, 2.69076, 3.65464, 2.65518, 4.86141, 5.13665, 3.88509, 4.49478, 3.16238, 4.25241, 4.55026, 1.57544, 2.70784, 6.00461, 3.12496, 3.08665, 3.87422, 2.21470,-0.58520,-0.04014,-0.51651, 1.34112,-0.99357, 1.12914, 1.59362, 1.07451,-0.98487, 0.87067, 1.55951,-0.64412,-0.79285,-0.04811,-0.27317,-0.10384, 1.28350,-2.04831, 1.13420,-1.88950, 0.17050, 0.08457, 0.62012,-0.86204,-0.49514, 0.73288,-0.36292, 0.27605, 0.92286,bell
 1.31844,-1.94043, 1.32498,-0.01810, 0.41161,-0.68989, 1.08199, 0.55970, 1.03651,-1.14243, 1.76493, 1.79902,-0.83254, 0.74644,-0.84615, 1.73541, 0.17029, 0.39437, 2.81247,-1.72000,-0.66082,-0.31845, 0.67671, 0.61718, 0.77496,-0.07985, 1.08733,-0.91296,-0.52621, 1.38888, 3.15665,-1.25404,-0.06717, 0.14953,-0.52012,-1.05806,-1.54363, 0.02940,-0.70626, 0.04265, 0.21531, 0.47359, 1.10204, 3.51353, 0.58805, 0.32063, 0.24405, 2.18604, 1.30977, 0.25974, 3.24264, 0.99331, 2.22915, 2.82746, 1.13165, 3.53018, 1.43529, 0.90949, 3.37390, 3.32276, 2.73662, 2.84212, 3.43934, 2.14491, 1.20490, 1.06734, 2.85292, 1.42591, 1.47872, 2.20822, 1.90307, 2.30861, 1.73348, 2.61477, 3.26949, 2.73407, 2.08267, 4.46529, 3.64327, 2.44077, 3.87093, 1.38151, 1.97018, 2.43419, 3.70891, 2.60728, 2.71806, 2.79861, 3.00341, 4.27179, 5.11575, 3.28892, 2.68426, 4.60279, 2.91852, 5.04217, 4.78658, 1.74982, 4.87473, 3.37154, 5.21373, 4.07631, 3.35080, 5.18248, 4.86471, 4.21364, 5.51125, 5.01477, 5.41316, 3.80464, 4.46084, 6.07429, 3.95119, 4.86164, 6.42984, 4.26978, 5.94032, 4.30599, 5.68774, 6.02572, 0.36157, 0.14992,-1.15307, 0.72660,-0.78721,-1.42033, 1.84467, 1.14140,bell
 0.15936,-0.14158,-0.05746, 0.85015,-0.46409,-0.71153,-0.00912,-0.61142, 0.50001,-1.83580, 2.15637,-0.06811,-2.47276,-0.91175, 0.99303, 0.22396, 0.00784, 0.08079, 0.64544, 0.47122, 0.30138,-0.44144, 0.01652,-2.55402, 0.57905,-1.10899,-0.38445, 0.43168,-1.09278, 1.06026,-1.02838,-0.15165, 0.66789, 1.04143,-0.34782, 0.85869, 0.21467, 0.72444, 0.27278, 0.46937, 0.34538, 2.12606, 3.60901, 1.38658, 4.19720, 1.62954, 3.11325, 2.19914, 1.46372, 3.12234, 2.96499, 2.01028, 2.77266, 4.01551, 3.80182, 5.86222, 3.88921, 4.90139, 4.00694, 4.76262, 4.34205, 4.13816, 5.77586, 3.65401, 6.18905, 4.43605, 2.56581,-0.38905,-1.27361,-0.99000,-0.01460,-0.06160,-0.03241,-0.03923,-1.37693, 2.75455, 1.58754, 0.04318, 0.39687,-1.93362,-2.27654,-0.40461,-0.80739, 1.06780, 0.37810,-2.17666,-0.58794, 0.41759, 1.81310,-1.11371,-1.08257,-0.33122, 0.89311,-0.60072, 0.85147,-1.81617, 0.33830, 1.41776,-0.65646, 1.48197,-0.11543, 0.12955, 0.50163, 2.35721, 0.52359, 1.17017,-0.39476,-0.10677,-1.79076,-2.07969, 0.15482, 0.16437, 0.91683,-1.02386,-0.38352, 1.48352, 0.50543, 0.62363,-0.33726,-0.16215,-0.98412,-0.45266,-1.02377,-0.17775, 0.66859, 1.97994, 0.29861,-1.96116,bell
 0.77140, 1.19317, 1.45159,-0.44204,-0.39110, 0.78987,-1.10412, 0.45079, 0.08656, 0.22087, 0.38412, 0.22222, 0.14616,-0.82922, 0.10368,-0.75731, 1.16315,-0.18292, 0.49854, 0.27786,-2.14089, 2.17795, 0.58889,-0.13850,-0.84095, 1.39806,-0.79053, 1.79295, 0.13916, 2.27228, 1.35473, 0.03334, 0.48555, 1.46982, 2.96866, 0.55246, 0.54800, 1.04833,-0.84736,-0.07237, 1.04497, 0.56137, 1.12837,-0.48445, 0.52472, 1.67344, 0.72245, 2.71697, 2.43267, 1.38025, 2.87087, 1.98355, 2.65588, 2.15620, 0.89801, 1.08491, 1.99988, 1.93226, 0.27163, 2.66489, 1.48301, 3.23319, 1.81045, 1.30770, 1.97560, 1.35605, 1.05469, 6.73167, 4.14302, 3.38918, 2.68061, 2.06618, 1.36520, 1.27940, 2.76778, 3.69061, 4.81794, 3.06511, 2.18743, 3.52231, 5.01412, 3.87390, 3.02708, 5.09321, 2.19835, 4.35741, 4.26707, 4.67790, 5.23046, 3.11879, 1.96577, 2.64771, 4.87849, 3.93261, 3.92178, 7.24052, 3.49018, 4.91543,-1.99818, 0.18852, 1.03288,-0.39329, 0.35855, 0.33612,-1.25572,-0.53166,-0.15760, 0.08966, 0.10731, 0.36069,-0.60423, 0.46240,-0.77823, 0.19512, 0.13110,-0.41501,-0.40278, 0.89107,-0.42726, 0.00262,-0.82208,-0.32875, 0.27045, 0.60934,-0.61634,-0.21428,-0.57471,-0.27581,bell
 0.59112,-1.51794, 1.01739, 0.81788, 0.61711, 1.38629, 0.20489,-1.01403,-0.47562,-0.64854, 1.80812,-0.39484,-1.99360, 0.58669,-1.90702,-0.02304,-0.36918, 0.93516, 1.45172, 1.88359, 0.28627,-0.37690,-2.21297, 1.05827, 0.57310,-0.60484, 0.24910, 2.04339, 0.07913, 0.05287, 0.17488, 1.52256, 1.22163, 3.20427, 1.15055, 1.15919, 2.59790, 2.78052, 1.80617, 1.11451, 1.09819, 1.92345, 3.46021, 3.08341, 1.83791, 3.52109, 2.96089, 4.53468, 4.00448, 3.30575, 4.26252, 4.42461, 5.97743, 5.03975, 3.22552, 4.00688, 3.28182, 5.86735, 6.15703, 6.15818, 6.07231, 5.79016, 5.11743, 6.76840, 6.75054, 5.57846, 5.20274, 4.08876, 5.08826, 6.85484, 6.43804, 4.71980, 3.99716, 7.40290, 5.94394, 7.77752, 7.34896, 7.48547, 5.68643, 1.55867,-0.50439,-1.77656, 1.68939, 0.99876, 0.90683,-1.25352, 0.78305,-0.23497,-0.55101,-0.14877, 0.49860, 0.56315,-0.68413, 0.09509, 0.90540,-0.43585, 0.23562, 0.04788,-1.34890,-0.27392, 1.29469,-1.62370,-1.35294,-0.35057,-0.64580,-1.26269, 1.39488,-1.96297,-0.71984,-1.59374, 1.87078,-0.27680, 0.76309, 1.51985, 3.11508,-1.03304,-2.03561,-1.18101,-0.63492, 1.17238,-1.26362, 1.42496, 0.65999,-1.05790, 0.04649,-1.96785,-0.01460,-0.05990,bell
-0.15516,-1.17031,-0.18329,-0.76798,-0.84005,-3.38283, 0.84875, 0.27331, 0.83905,-0.48654, 0.17184,-1.10359,-0.89645,-1.45973,-1.87591, 0.97861,-0.44367,-0.48310, 0.65030,-0.03184, 0.81720,-0.63669,-1.73583, 0.01268, 1.79080,-0.13500,-0.02905,-0.77037, 0.44108, 0.65450, 1.27817, 1.56693,-0.94747, 0.91241,-0.49465,-0.38905, 0.97694, 1.35830, 0.74608, 2.37765, 1.52693, 2.51464, 2.02771, 2.94762, 2.42638, 2.38770, 2.66485, 2.56434, 0.87794, 1.76685, 2.74611, 0.52597, 0.90602, 3.67095, 3.82668, 3.68027, 2.48093, 1.66441, 3.05839, 1.50457, 3.38541, 0.82748, 4.00396, 2.53731, 3.54021, 4.22719, 3.35435, 3.78190, 1.46114, 3.57833, 3.41604, 3.15952, 4.38311, 3.56948, 4.63361, 2.96041, 4.55880, 2.73544, 4.09153, 3.22785, 4.17968, 5.66444, 4.41705, 4.56284, 4.05679, 4.18168, 4.66452, 5.08291, 4.73756, 5.84445, 5.25702, 4.80118, 6.40458, 4.53560, 5.66519, 5.26363, 3.84754, 6.12261, 4.75145, 6.25521, 5.77348, 5.23664, 6.12707, 5.91162, 7.82449, 6.81746, 4.45412, 6.76481, 5.79491, 5.70824, 6.82548, 5.80444, 6.48094, 7.59932, 0.50522,-0.73915,-1.21746, 2.21055,-1.42784,-0.16419,-0.86139, 0.97597,-0.54292,-0.62330, 0.85638, 0.82611, 0.91138,-0.31894,bell
-1.20438, 0.15105,-0.32045,-1.43805,-0.58669,-1.77354,-0.82626,-0.42523,-1.40046,-1.62011,-0.27118, 0.97354, 0.33706, 0.21256, 1.62243, 0.88060, 1.42654,-0.24620, 1.18177,-0.02140,-0.24399,-0.29961, 1.08108,-0.00462,-0.19063,-0.20889, 0.33979, 1.23020, 1.71053, 0.33301, 0.45531,-0.65171, 0.92719, 2.40237, 0.19594,-0.09801, 1.35170, 1.58767, 2.03045, 2.22246, 0.55404, 0.16612, 1.29710, 0.33274, 1.49852, 3.09054, 1.48667, 2.21845, 0.51616, 4.26387, 1.41480, 3.71344, 2.33946, 0.74137, 1.57989, 3.16542, 4.39598, 2.88973, 4.04797, 1.42626, 3.50278, 2.80274, 3.38899, 2.37006, 2.83529, 2.42875, 4.37281, 4.07139, 2.78629, 3.59139, 4.45812, 3.07146, 3.38780, 3.89791, 5.48556, 5.87285, 3.60418, 5.08262, 4.75010, 5.66245, 7.25345, 3.73356, 4.72237, 7.00385, 4.47224, 4.23409, 4.82950, 4.96334, 5.47899, 6.18714, 6.16198, 4.47063, 4.58222, 7.93230, 5.14240, 6.02623, 4.37210, 5.06747, 5.69800, 6.09700, 5.84751, 5.52238, 4.10112, 1.50837,-0.26958, 0.23716,-1.61659,-0.99170, 2.27073, 0.81829, 0.84267,-1.35504, 0.96946, 0.99432,-0.09146, 0.71655, 1.13955,-0.33905,-1.48538, 0.46188,-0.30344,-0.32968,-0.27258, 0.09101,-0.92522, 0.11590, 0.68346, 0.42374,bell
-1.39473,-0.20030,-0.41855, 1.04985,-0.26682,-0.04794, 0.51207,-1.20610,-0.08992, 2.98591,-1.22256, 2.08281, 0.72926,-0.82981,-0.53189, 1.14467,-0.60850,-0.06887, 1.39627, 0.62858,-0.30032, 1.65216,-0.18833,-0.65429,-0.03517,-0.68311, 0.51251, 3.87763, 0.35655, 0.83354, 0.55121, 2.21644, 2.73824, 0.80197, 1.66509, 1.25364,-0.79507, 2.51111, 0.94234, 1.30452, 2.45097, 3.03575, 2.73299, 1.75109, 3.69522, 4.58659, 1.83346, 3.97864, 4.38274, 4.22785, 4.10843, 5.54922, 4.19087, 6.44579, 7.12704, 5.71704, 6.57420, 4.81769, 7.80926, 5.66922, 6.91461,-1.29936,-1.36932,-0.18414, 0.60445, 1.10964, 1.11444, 0.80008,-0.13761,-0.15319, 1.96898, 0.65510, 2.33765, 0.46322,-0.73006,-1.67613,-0.21465, 1.09741, 1.19811, 0.80184,-0.33063, 1.11408,-0.58922,-0.04416, 1.66431,-0.04108, 0.79295, 0.03463,-0.27116,-0.03106,-0.11381,-0.76770, 0.21107, 0.18766,-0.47268,-0.93056, 0.96400,-0.55096, 0.40475,-2.43676, 1.21439,-1.29115, 1.39023,-1.35059, 1.45498, 1.42993, 0.39219,-0.82936,-1.07137,-0.92270, 0.19786,-0.85308, 1.13941,-0.60958,-0.69372, 1.13070,-1.57893,-2.30445,-1.57182,-1.64684, 1.40538, 1.69585, 1.67858,-1.99053,-1.49764,-1.19282, 0.35891,-1.27795,bell
-0.36107, 0.47132,-0.51680, 0.73116, 0.73159,-2.10275,-1.52587,-0.32530,-0.61821,-1.05638, 0.05123, 0.06410,-0.04970, 1.18468, 0.79284,-0.46435,-1.41190, 0.47552,-2.51895,-0.10213,-0.31471,-0.12603, 0.11583,-1.13690, 1.53520, 0.40206, 0.28847, 0.05644, 0.05397, 0.79575,-1.57946, 0.02323, 0.54088,-1.74656, 1.03722, 1.09984,-0.27351, 2.07312, 1.46028, 2.81536, 0.55997, 0.75940, 3.40866, 3.22465, 3.22237, 2.38267, 2.79899, 3.66329, 3.58515, 2.36634, 4.13459, 2.78624, 3.39480, 3.05354, 2.19736, 2.80491, 3.89918, 4.18094, 3.24678, 4.87893, 6.44044, 5.54207, 6.44502, 5.87942, 6.95598, 4.90504, 3.80705, 5.39286, 7.86706, 0.76277,-0.66662, 0.41305,-2.00190,-1.31144, 0.91760, 1.88001,-1.74599,-0.19187, 0.12609,-0.26527, 0.65772,-0.59597,-0.98708,-0.49292, 0.11725,-0.22238, 1.62732, 0.03356, 1.18172,-0.22089,-1.14688, 0.01053, 0.46798, 0.67658, 1.61094,-1.00861, 0.83270,-0.39640, 0.36226, 0.92389,-0.95104,-0.09855, 0.54459, 0.63685, 0.04611,-0.00263, 0.11353,-1.78123,-0.07998, 0.44174,-1.45744,-0.70446,-1.33624, 0.32603, 1.06394, 0.78908, 0.65659,-0.87656,-0.22910,-1.12466, 0.14456, 0.26612,-1.35736,-0.86759,-0.56681, 1.11024, 0.19725, 0.52956,bell
